CustomerKey,CustomerName,Segment,Gender,AgeBand,City,Region,Country,JoinDate,LoyaltyTier,IncomeBand,IsCorporate,PreferredChannelKey
5901,Riley Lee 901,Corporate,M,25-34,Chicago,North,USA,2023-11-22,Silver,High,1,4
5902,Cameron Hall 902,Small Business,F,25-34,Miami,South,USA,2021-06-27,Gold,Lower-Mid,1,2
5903,Sam Hall 903,Small Business,F,45-54,Dallas,South,USA,2024-12-14,Bronze,Lower-Mid,1,2
5904,Skyler Lewis 904,Consumer,F,25-34,Houston,South,USA,2023-06-30,Bronze,High,0,4
5905,Jamie Davis 905,Consumer,F,18-24,Phoenix,West,USA,2025-03-26,Silver,Lower-Mid,0,3
5906,Taylor Lee 906,Small Business,M,45-54,Chicago,North,USA,2021-09-20,Silver,Lower-Mid,1,2
5907,Riley Lee 907,Consumer,M,25-34,Atlanta,South,USA,2025-07-27,Platinum,Lower-Mid,0,2
5908,Jordan Hall 908,Consumer,M,35-44,Philadelphia,East,USA,2025-09-17,Silver,Mid,0,1
5909,Cameron Wright 909,Consumer,NA,25-34,Cleveland,North,USA,2022-01-19,Platinum,Low,0,3
5910,Casey Allen 910,Corporate,F,55+,New York,East,USA,2024-06-18,Gold,Lower-Mid,0,4
5911,Rowan Walker 911,Small Business,NA,55+,Boston,East,USA,2023-09-24,Bronze,Low,1,3
5912,Sam Lewis 912,Corporate,NA,45-54,Philadelphia,East,USA,2022-12-31,Bronze,Low,1,1
5913,Rowan Davis 913,Corporate,F,55+,San Francisco,West,USA,2024-06-21,Silver,Upper-Mid,1,2
5914,Skyler Scott 914,Corporate,NA,55+,Los Angeles,West,USA,2025-06-15,Bronze,High,0,2
5915,Alex Clark 915,Small Business,NA,45-54,Phoenix,West,USA,2024-03-02,Silver,Mid,1,3
5916,Taylor Smith 916,Consumer,NA,55+,Los Angeles,West,USA,2020-02-09,Bronze,Mid,0,1
5917,Rowan Clark 917,Consumer,M,55+,Seattle,West,USA,2021-10-15,Bronze,Upper-Mid,0,1
5918,Logan Scott 918,Consumer,NA,35-44,Boston,East,USA,2023-07-02,Gold,Upper-Mid,0,1
5919,Skyler Hall 919,Consumer,NA,45-54,Los Angeles,West,USA,2021-07-21,Bronze,Lower-Mid,0,4
5920,Avery Young 920,Consumer,F,45-54,Cleveland,North,USA,2021-04-08,Bronze,Upper-Mid,0,2
5921,Taylor Clark 921,Small Business,F,18-24,Seattle,West,USA,2025-07-11,Bronze,Mid,1,1
5922,Jordan Brown 922,Corporate,F,18-24,Miami,South,USA,2025-09-15,Platinum,Mid,1,1
5923,Cameron Lewis 923,Consumer,F,45-54,Philadelphia,East,USA,2022-04-18,Silver,High,0,1
5924,Morgan Hall 924,Small Business,F,35-44,Miami,South,USA,2022-01-26,Bronze,Lower-Mid,1,1
5925,Morgan Lee 925,Corporate,F,25-34,Miami,South,USA,2019-03-27,Gold,Mid,1,2
5926,Parker Allen 926,Consumer,M,35-44,Miami,South,USA,2023-05-05,Gold,Upper-Mid,0,4
5927,Cameron Green 927,Consumer,F,25-34,Washington,East,USA,2023-01-02,Bronze,Upper-Mid,0,1
5928,Cameron Wright 928,Consumer,NA,45-54,Houston,South,USA,2025-01-01,Bronze,Upper-Mid,0,2
5929,Skyler Scott 929,Consumer,F,35-44,Boston,East,USA,2023-11-29,Silver,Mid,0,4
5930,Parker Young 930,Corporate,F,55+,Dallas,South,USA,2024-05-06,Gold,Lower-Mid,1,1
5931,Jamie Smith 931,Home Office,NA,35-44,Philadelphia,East,USA,2023-10-31,Gold,High,0,4
5932,Jamie Young 932,Consumer,M,25-34,Miami,South,USA,2025-05-23,Gold,Mid,0,2
5933,Alex King 933,Home Office,M,35-44,New York,East,USA,2019-10-18,Silver,Mid,0,3
5934,Logan Wright 934,Home Office,F,45-54,Houston,South,USA,2019-05-01,Silver,Mid,0,1
5935,Skyler King 935,Home Office,NA,25-34,Chicago,North,USA,2023-07-28,Silver,Mid,0,3
5936,Taylor King 936,Consumer,M,55+,Dallas,South,USA,2024-08-08,Bronze,Lower-Mid,0,1
5937,Logan Johnson 937,Consumer,NA,25-34,New York,East,USA,2025-10-18,Bronze,Mid,0,2
5938,Parker Smith 938,Consumer,F,25-34,Detroit,North,USA,2022-06-08,Bronze,High,0,2
5939,Skyler Walker 939,Consumer,F,35-44,Detroit,North,USA,2022-11-15,Bronze,Mid,0,1
5940,Jamie Scott 940,Small Business,F,35-44,Boston,East,USA,2023-12-29,Bronze,Low,1,4
5941,Jordan Clark 941,Home Office,NA,25-34,Minneapolis,North,USA,2024-10-24,Bronze,Low,0,1
5942,Cameron Young 942,Home Office,NA,45-54,Atlanta,South,USA,2024-01-09,Platinum,Mid,0,1
5943,Drew Walker 943,Consumer,F,45-54,Atlanta,South,USA,2019-06-20,Bronze,High,0,4
5944,Sam Green 944,Corporate,NA,35-44,Chicago,North,USA,2024-12-18,Silver,Upper-Mid,1,1
5945,Riley Young 945,Small Business,M,25-34,Miami,South,USA,2023-03-25,Bronze,Low,0,2
5946,Logan Wright 946,Consumer,M,45-54,Seattle,West,USA,2019-08-14,Silver,Low,0,4
5947,Jamie Smith 947,Corporate,NA,18-24,Boston,East,USA,2022-05-25,Silver,Mid,1,3
5948,Rowan King 948,Consumer,F,55+,San Francisco,West,USA,2020-02-09,Silver,Lower-Mid,0,1
5949,Avery Brown 949,Small Business,NA,35-44,New York,East,USA,2019-03-05,Bronze,Mid,1,1
5950,Rowan Scott 950,Home Office,M,55+,New York,East,USA,2023-05-17,Gold,Mid,0,3
5951,Morgan Allen 951,Consumer,NA,25-34,Detroit,North,USA,2023-09-28,Silver,Upper-Mid,0,4
5952,Rowan King 952,Home Office,M,25-34,Boston,East,USA,2019-02-11,Silver,Mid,0,1
5953,Alex Young 953,Consumer,NA,25-34,Miami,South,USA,2024-01-14,Bronze,Mid,0,1
5954,Logan Walker 954,Consumer,F,25-34,Chicago,North,USA,2022-09-02,Bronze,Upper-Mid,0,4
5955,Riley Scott 955,Consumer,NA,25-34,Seattle,West,USA,2020-05-04,Silver,Upper-Mid,0,1
5956,Parker Smith 956,Consumer,M,35-44,Cleveland,North,USA,2020-04-01,Bronze,Upper-Mid,0,1
5957,Sam Walker 957,Consumer,NA,25-34,Detroit,North,USA,2025-09-11,Gold,Mid,0,2
5958,Alex Allen 958,Small Business,F,55+,Houston,South,USA,2022-10-30,Gold,Lower-Mid,0,2
5959,Riley Hall 959,Consumer,F,25-34,Cleveland,North,USA,2021-03-07,Bronze,Upper-Mid,0,1
5960,Skyler Hall 960,Small Business,M,35-44,Los Angeles,West,USA,2020-08-10,Silver,Lower-Mid,0,1
5961,Sam Clark 961,Small Business,F,25-34,Detroit,North,USA,2020-03-01,Silver,Low,0,1
5962,Logan Young 962,Small Business,F,35-44,Los Angeles,West,USA,2019-10-30,Bronze,Upper-Mid,1,2
5963,Casey Walker 963,Corporate,NA,25-34,Seattle,West,USA,2024-07-02,Silver,Lower-Mid,1,2
5964,Sam Brown 964,Consumer,F,25-34,Miami,South,USA,2020-12-15,Platinum,Mid,0,1
5965,Casey Wright 965,Small Business,M,25-34,Atlanta,South,USA,2024-02-27,Silver,Upper-Mid,1,4
5966,Casey Lewis 966,Consumer,M,35-44,Atlanta,South,USA,2024-01-27,Silver,Mid,0,2
5967,Parker Brown 967,Consumer,F,25-34,Washington,East,USA,2021-02-21,Silver,High,0,3
5968,Logan Wright 968,Consumer,M,25-34,Washington,East,USA,2022-06-11,Bronze,Lower-Mid,0,1
5969,Logan Scott 969,Home Office,NA,25-34,Seattle,West,USA,2021-03-27,Bronze,Mid,0,1
5970,Avery Smith 970,Consumer,NA,25-34,Phoenix,West,USA,2025-05-13,Silver,Lower-Mid,0,3
5971,Logan Brown 971,Corporate,F,25-34,Miami,South,USA,2024-04-03,Bronze,Upper-Mid,1,2
5972,Jordan Smith 972,Small Business,F,55+,Chicago,North,USA,2019-08-05,Bronze,Low,1,2
5973,Jordan Clark 973,Consumer,NA,55+,Houston,South,USA,2025-07-17,Platinum,Mid,0,1
5974,Logan Hall 974,Consumer,F,55+,Atlanta,South,USA,2020-09-14,Bronze,Low,0,4
5975,Rowan Walker 975,Corporate,NA,55+,San Francisco,West,USA,2021-10-18,Platinum,Mid,0,2
5976,Avery Lewis 976,Small Business,M,25-34,Detroit,North,USA,2019-03-23,Silver,High,1,2
5977,Avery Young 977,Small Business,NA,25-34,Miami,South,USA,2022-10-23,Platinum,Upper-Mid,0,1
5978,Jordan Green 978,Home Office,NA,25-34,Washington,East,USA,2022-08-06,Bronze,Upper-Mid,0,3
5979,Cameron Allen 979,Consumer,M,55+,Washington,East,USA,2023-02-04,Gold,Lower-Mid,0,1
5980,Taylor Smith 980,Consumer,NA,25-34,Cleveland,North,USA,2022-06-09,Bronze,High,0,1
5981,Sam Hall 981,Corporate,F,25-34,Washington,East,USA,2019-02-13,Gold,Low,1,4
5982,Rowan Davis 982,Consumer,NA,25-34,Phoenix,West,USA,2023-02-11,Gold,Upper-Mid,0,3
5983,Sam King 983,Consumer,M,35-44,Seattle,West,USA,2024-06-25,Bronze,Low,0,2
5984,Cameron Johnson 984,Small Business,F,45-54,Minneapolis,North,USA,2020-03-14,Bronze,Lower-Mid,0,2
5985,Alex King 985,Small Business,F,45-54,Dallas,South,USA,2022-10-29,Gold,Mid,0,2
5986,Jordan Allen 986,Small Business,F,18-24,Seattle,West,USA,2020-07-22,Bronze,Upper-Mid,0,1
5987,Rowan Brown 987,Consumer,F,18-24,Chicago,North,USA,2019-11-22,Silver,Mid,0,1
5988,Taylor Walker 988,Corporate,M,45-54,Miami,South,USA,2025-08-21,Gold,Low,0,1
5989,Cameron Hall 989,Consumer,NA,55+,Houston,South,USA,2020-05-22,Gold,Low,0,1
5990,Rowan Scott 990,Consumer,NA,25-34,Boston,East,USA,2023-08-16,Silver,Lower-Mid,0,2
5991,Rowan Green 991,Consumer,NA,25-34,Boston,East,USA,2020-10-22,Bronze,Low,0,2
5992,Logan Green 992,Consumer,NA,35-44,Cleveland,North,USA,2019-12-28,Bronze,Upper-Mid,0,4
5993,Sam Walker 993,Small Business,M,45-54,Minneapolis,North,USA,2024-05-21,Bronze,Lower-Mid,1,2
5994,Alex King 994,Corporate,M,25-34,Houston,South,USA,2024-03-05,Bronze,Upper-Mid,1,2
5995,Jamie Wright 995,Consumer,M,25-34,Phoenix,West,USA,2019-04-11,Gold,Upper-Mid,0,2
5996,Casey Wright 996,Consumer,NA,55+,Miami,South,USA,2020-09-10,Silver,Lower-Mid,0,1
5997,Sam Brown 997,Consumer,F,35-44,Phoenix,West,USA,2020-10-10,Bronze,High,0,2
5998,Jamie Walker 998,Consumer,M,25-34,Houston,South,USA,2020-10-16,Silver,Mid,0,2
5999,Jamie Walker 999,Home Office,NA,25-34,Chicago,North,USA,2021-08-21,Silver,Mid,0,1
6000,Rowan Lee 1000,Home Office,M,35-44,Los Angeles,West,USA,2023-10-24,Silver,Mid,0,2
6001,Drew Lee 1001,Small Business,M,35-44,Philadelphia,East,USA,2024-04-23,Bronze,Mid,1,1
6002,Cameron Clark 1002,Home Office,NA,55+,Boston,East,USA,2024-05-04,Gold,Mid,0,2
6003,Sam Wright 1003,Home Office,NA,35-44,Boston,East,USA,2021-07-26,Gold,Mid,0,3
6004,Cameron Smith 1004,Corporate,M,35-44,Miami,South,USA,2020-01-27,Silver,Lower-Mid,1,2
6005,Casey Wright 1005,Consumer,F,45-54,Seattle,West,USA,2022-02-05,Gold,Mid,0,3
6006,Alex Clark 1006,Consumer,M,45-54,San Francisco,West,USA,2024-05-30,Silver,Upper-Mid,0,4
6007,Parker Brown 1007,Corporate,NA,25-34,Seattle,West,USA,2025-09-13,Silver,Lower-Mid,0,4
6008,Casey King 1008,Small Business,F,25-34,Boston,East,USA,2021-04-16,Bronze,Low,1,3
6009,Cameron Lee 1009,Consumer,M,35-44,Minneapolis,North,USA,2025-03-24,Bronze,Mid,0,1
6010,Jamie Allen 1010,Consumer,M,25-34,Washington,East,USA,2025-07-30,Bronze,High,0,1
6011,Sam Scott 1011,Consumer,NA,25-34,Washington,East,USA,2019-04-15,Silver,Mid,0,2
6012,Sam Allen 1012,Corporate,NA,18-24,New York,East,USA,2024-09-26,Bronze,Upper-Mid,0,1
6013,Parker Lee 1013,Consumer,NA,25-34,Detroit,North,USA,2023-01-15,Platinum,Lower-Mid,0,2
6014,Alex Hall 1014,Consumer,M,35-44,Cleveland,North,USA,2023-06-10,Silver,Mid,0,1
6015,Logan Green 1015,Consumer,M,25-34,Miami,South,USA,2019-08-20,Silver,Mid,0,1
6016,Morgan Wright 1016,Consumer,F,55+,Miami,South,USA,2020-07-17,Silver,Lower-Mid,0,3
6017,Riley Walker 1017,Consumer,F,35-44,Los Angeles,West,USA,2023-08-27,Silver,Low,0,2
6018,Alex Clark 1018,Corporate,NA,18-24,Houston,South,USA,2023-02-16,Silver,Upper-Mid,1,1
6019,Sam Hall 1019,Consumer,M,25-34,Minneapolis,North,USA,2021-04-05,Gold,Lower-Mid,0,1
6020,Riley Walker 1020,Consumer,F,35-44,Washington,East,USA,2024-09-27,Gold,Lower-Mid,0,1
6021,Drew Brown 1021,Small Business,F,45-54,Los Angeles,West,USA,2022-05-08,Gold,Mid,1,3
6022,Rowan Brown 1022,Consumer,NA,55+,Washington,East,USA,2021-10-30,Bronze,Low,0,1
6023,Jamie Lewis 1023,Consumer,NA,25-34,Atlanta,South,USA,2023-05-20,Silver,Lower-Mid,0,2
6024,Jordan Green 1024,Consumer,F,45-54,Boston,East,USA,2019-07-24,Gold,High,0,4
6025,Skyler Lee 1025,Consumer,F,18-24,Washington,East,USA,2021-05-31,Silver,High,0,3
6026,Rowan Smith 1026,Consumer,M,45-54,New York,East,USA,2020-05-06,Bronze,Lower-Mid,0,4
6027,Jamie Young 1027,Home Office,F,55+,Dallas,South,USA,2024-05-05,Bronze,Low,0,3
6028,Jamie Allen 1028,Consumer,M,18-24,Seattle,West,USA,2020-09-19,Bronze,Mid,0,2
6029,Avery Lewis 1029,Consumer,F,55+,Cleveland,North,USA,2025-06-20,Gold,Mid,0,4
6030,Morgan Wright 1030,Small Business,M,18-24,Philadelphia,East,USA,2022-01-18,Platinum,Lower-Mid,1,3
6031,Jamie Walker 1031,Corporate,F,45-54,Cleveland,North,USA,2019-07-13,Bronze,Low,1,3
6032,Sam King 1032,Corporate,NA,35-44,Atlanta,South,USA,2022-08-06,Gold,Lower-Mid,0,2
6033,Taylor Scott 1033,Small Business,NA,45-54,Seattle,West,USA,2024-07-18,Silver,Mid,1,1
6034,Sam Young 1034,Consumer,M,35-44,Boston,East,USA,2025-01-17,Gold,Lower-Mid,0,1
6035,Drew King 1035,Consumer,F,45-54,Atlanta,South,USA,2025-06-07,Bronze,Upper-Mid,0,1
6036,Cameron Johnson 1036,Small Business,NA,35-44,Los Angeles,West,USA,2024-10-29,Bronze,Low,1,2
6037,Logan Clark 1037,Corporate,M,18-24,Houston,South,USA,2023-03-10,Silver,Mid,1,2
6038,Jordan Brown 1038,Corporate,NA,35-44,Washington,East,USA,2020-09-29,Gold,Upper-Mid,0,1
6039,Jordan King 1039,Consumer,M,25-34,Cleveland,North,USA,2023-07-22,Bronze,Lower-Mid,0,2
6040,Riley Johnson 1040,Consumer,F,25-34,Dallas,South,USA,2019-10-20,Bronze,Mid,0,1
6041,Skyler Davis 1041,Consumer,M,25-34,Washington,East,USA,2021-05-03,Bronze,Mid,0,4
6042,Avery Clark 1042,Home Office,M,18-24,Cleveland,North,USA,2024-04-23,Gold,Mid,0,2
6043,Skyler Green 1043,Corporate,M,55+,Cleveland,North,USA,2024-07-01,Platinum,Mid,1,3
6044,Jordan Johnson 1044,Consumer,F,45-54,Cleveland,North,USA,2020-01-21,Silver,Upper-Mid,0,1
6045,Parker Wright 1045,Consumer,NA,45-54,Los Angeles,West,USA,2021-06-06,Silver,Low,0,2
6046,Taylor Walker 1046,Consumer,M,45-54,Cleveland,North,USA,2023-05-09,Gold,Mid,0,3
6047,Avery Lee 1047,Corporate,M,25-34,New York,East,USA,2020-10-28,Bronze,Mid,1,2
6048,Morgan Smith 1048,Consumer,M,45-54,Detroit,North,USA,2020-12-24,Gold,Low,0,1
6049,Avery Wright 1049,Consumer,NA,55+,Washington,East,USA,2020-04-20,Bronze,Lower-Mid,0,3
6050,Logan King 1050,Consumer,M,18-24,Cleveland,North,USA,2024-11-21,Gold,Mid,0,2
6051,Casey Hall 1051,Consumer,NA,25-34,Phoenix,West,USA,2019-09-24,Bronze,Upper-Mid,0,2
6052,Morgan Green 1052,Consumer,F,25-34,Phoenix,West,USA,2020-10-25,Bronze,Lower-Mid,0,1
6053,Logan Young 1053,Consumer,F,35-44,Philadelphia,East,USA,2020-04-19,Silver,Lower-Mid,0,1
6054,Alex Hall 1054,Consumer,F,18-24,Miami,South,USA,2021-12-25,Silver,Low,0,4
6055,Drew Walker 1055,Home Office,F,25-34,Atlanta,South,USA,2024-04-28,Silver,Lower-Mid,0,1
6056,Drew Hall 1056,Corporate,F,45-54,Detroit,North,USA,2019-10-06,Silver,High,0,1
6057,Drew Davis 1057,Home Office,M,18-24,Seattle,West,USA,2023-11-04,Bronze,Lower-Mid,0,2
6058,Skyler Scott 1058,Consumer,F,45-54,Atlanta,South,USA,2020-06-05,Silver,High,0,2
6059,Parker Davis 1059,Consumer,M,45-54,San Francisco,West,USA,2023-11-08,Silver,Mid,0,2
6060,Casey Davis 1060,Consumer,M,35-44,Dallas,South,USA,2022-10-30,Bronze,Mid,0,1
6061,Casey Wright 1061,Consumer,NA,35-44,Washington,East,USA,2025-04-13,Platinum,Mid,0,2
6062,Jamie Walker 1062,Consumer,M,35-44,Miami,South,USA,2019-09-15,Bronze,Lower-Mid,0,1
6063,Cameron Clark 1063,Consumer,F,35-44,Boston,East,USA,2022-11-28,Platinum,Lower-Mid,0,1
6064,Casey Young 1064,Consumer,NA,25-34,Seattle,West,USA,2020-07-24,Gold,Mid,0,1
6065,Avery Allen 1065,Consumer,NA,25-34,Philadelphia,East,USA,2022-04-08,Silver,Lower-Mid,0,3
6066,Logan Walker 1066,Small Business,M,25-34,Boston,East,USA,2024-06-06,Gold,High,1,2
6067,Casey Scott 1067,Consumer,NA,55+,New York,East,USA,2019-01-14,Bronze,Upper-Mid,0,1
6068,Parker Allen 1068,Home Office,M,35-44,Phoenix,West,USA,2023-09-19,Bronze,Low,0,2
6069,Casey Clark 1069,Consumer,F,25-34,Los Angeles,West,USA,2020-05-18,Bronze,Upper-Mid,0,1
6070,Parker Davis 1070,Consumer,F,45-54,Minneapolis,North,USA,2023-09-30,Bronze,Upper-Mid,0,2
6071,Skyler King 1071,Consumer,M,25-34,Chicago,North,USA,2021-09-12,Bronze,Mid,0,2
6072,Taylor Smith 1072,Small Business,NA,35-44,Philadelphia,East,USA,2021-06-19,Bronze,High,1,2
6073,Jamie Allen 1073,Consumer,M,45-54,Detroit,North,USA,2020-05-25,Bronze,Upper-Mid,0,1
6074,Cameron Brown 1074,Small Business,M,18-24,San Francisco,West,USA,2021-09-05,Silver,Mid,1,3
6075,Drew Johnson 1075,Consumer,M,45-54,San Francisco,West,USA,2023-12-18,Bronze,Upper-Mid,0,4
6076,Riley Brown 1076,Consumer,NA,35-44,Los Angeles,West,USA,2024-11-16,Bronze,Low,0,2
6077,Sam Lee 1077,Corporate,NA,18-24,Phoenix,West,USA,2023-03-27,Bronze,Mid,0,2
6078,Cameron Brown 1078,Small Business,M,35-44,Boston,East,USA,2024-04-07,Platinum,Mid,1,2
6079,Alex Lewis 1079,Small Business,NA,25-34,Cleveland,North,USA,2023-04-10,Bronze,Mid,1,2
6080,Riley Clark 1080,Consumer,M,35-44,Seattle,West,USA,2020-11-21,Bronze,Mid,0,2
6081,Sam Smith 1081,Home Office,F,18-24,Dallas,South,USA,2020-10-12,Bronze,Upper-Mid,0,1
6082,Riley Lee 1082,Consumer,M,25-34,Minneapolis,North,USA,2021-01-31,Bronze,Lower-Mid,0,2
6083,Skyler Young 1083,Corporate,NA,25-34,Dallas,South,USA,2025-02-22,Silver,Mid,0,1
6084,Jordan Davis 1084,Consumer,F,35-44,Dallas,South,USA,2024-03-09,Silver,Mid,0,1
6085,Sam Scott 1085,Small Business,F,45-54,Houston,South,USA,2024-10-03,Gold,Mid,1,2
6086,Drew Lee 1086,Consumer,F,45-54,Dallas,South,USA,2023-02-13,Silver,Lower-Mid,0,1
6087,Taylor Young 1087,Small Business,NA,45-54,Dallas,South,USA,2019-10-02,Platinum,Lower-Mid,0,2
6088,Jamie Lewis 1088,Corporate,NA,35-44,Phoenix,West,USA,2024-10-29,Bronze,Mid,1,3
6089,Drew Walker 1089,Consumer,F,45-54,Washington,East,USA,2021-04-27,Bronze,High,0,3
6090,Riley Clark 1090,Consumer,F,25-34,Cleveland,North,USA,2021-03-24,Gold,Lower-Mid,0,3
6091,Logan Wright 1091,Small Business,NA,25-34,Miami,South,USA,2022-05-21,Silver,Lower-Mid,1,4
6092,Jamie Walker 1092,Consumer,M,55+,Washington,East,USA,2024-03-12,Bronze,High,0,1
6093,Alex Clark 1093,Consumer,M,55+,Dallas,South,USA,2023-11-11,Bronze,Lower-Mid,0,3
6094,Drew Scott 1094,Home Office,M,18-24,Los Angeles,West,USA,2022-09-19,Bronze,High,0,1
6095,Parker Davis 1095,Small Business,F,18-24,Detroit,North,USA,2021-06-14,Silver,Mid,1,1
6096,Riley Clark 1096,Corporate,F,45-54,Seattle,West,USA,2025-07-26,Bronze,Mid,1,3
6097,Taylor Green 1097,Home Office,M,25-34,Chicago,North,USA,2023-12-07,Gold,Mid,0,1
6098,Riley Lewis 1098,Corporate,F,18-24,Dallas,South,USA,2022-05-25,Bronze,Lower-Mid,1,1
6099,Riley Green 1099,Consumer,F,18-24,Miami,South,USA,2019-09-29,Bronze,Low,0,3
6100,Taylor Green 1100,Consumer,NA,35-44,Detroit,North,USA,2019-11-24,Silver,Upper-Mid,0,2
6101,Riley Allen 1101,Home Office,NA,35-44,Washington,East,USA,2022-09-16,Silver,Lower-Mid,0,1
6102,Alex Lewis 1102,Consumer,M,25-34,Boston,East,USA,2024-09-15,Bronze,High,0,4
6103,Riley Johnson 1103,Small Business,F,35-44,Minneapolis,North,USA,2021-06-15,Gold,Lower-Mid,1,4
6104,Casey Allen 1104,Small Business,M,25-34,Washington,East,USA,2021-09-20,Bronze,Mid,1,1
6105,Drew Lewis 1105,Consumer,F,25-34,New York,East,USA,2019-05-06,Bronze,Mid,0,1
6106,Casey Allen 1106,Home Office,F,25-34,Phoenix,West,USA,2021-08-21,Bronze,Mid,0,1
6107,Drew Johnson 1107,Corporate,F,18-24,Atlanta,South,USA,2019-02-04,Bronze,Mid,1,4
6108,Taylor Smith 1108,Consumer,F,25-34,Dallas,South,USA,2023-02-11,Silver,High,0,2
6109,Riley Clark 1109,Consumer,F,18-24,Chicago,North,USA,2025-07-15,Bronze,Low,0,1
6110,Drew Walker 1110,Small Business,F,25-34,Houston,South,USA,2022-04-08,Silver,Mid,1,1
6111,Riley Lee 1111,Corporate,NA,45-54,Cleveland,North,USA,2024-10-09,Bronze,Mid,1,1
6112,Logan Walker 1112,Corporate,M,55+,Boston,East,USA,2022-06-09,Bronze,Upper-Mid,1,3
6113,Morgan Brown 1113,Corporate,M,25-34,Atlanta,South,USA,2020-09-27,Bronze,Low,1,1
6114,Jordan Davis 1114,Consumer,M,35-44,San Francisco,West,USA,2025-06-30,Bronze,Mid,0,2
6115,Rowan Smith 1115,Small Business,M,25-34,Boston,East,USA,2021-02-23,Bronze,Low,1,3
6116,Avery Young 1116,Small Business,M,45-54,San Francisco,West,USA,2022-08-18,Silver,Upper-Mid,1,2
6117,Logan Lee 1117,Consumer,M,25-34,Boston,East,USA,2024-06-17,Gold,Lower-Mid,0,1
6118,Avery Davis 1118,Consumer,F,45-54,Houston,South,USA,2023-09-08,Bronze,Low,0,2
6119,Jordan Walker 1119,Consumer,NA,25-34,Philadelphia,East,USA,2020-08-28,Bronze,Mid,0,3
6120,Skyler Allen 1120,Small Business,NA,25-34,Washington,East,USA,2019-06-11,Silver,Upper-Mid,1,2
6121,Alex Lewis 1121,Consumer,NA,35-44,Los Angeles,West,USA,2019-09-15,Silver,Upper-Mid,0,4
6122,Morgan Walker 1122,Small Business,M,25-34,Atlanta,South,USA,2019-06-08,Gold,Mid,1,2
6123,Drew Walker 1123,Consumer,F,25-34,Detroit,North,USA,2023-10-28,Bronze,Low,0,3
6124,Jamie Wright 1124,Consumer,NA,45-54,Los Angeles,West,USA,2025-09-24,Silver,Mid,0,2
6125,Cameron Lewis 1125,Small Business,NA,45-54,New York,East,USA,2020-12-26,Silver,Lower-Mid,1,1
6126,Taylor Green 1126,Consumer,NA,45-54,Miami,South,USA,2020-11-23,Silver,Mid,0,2
6127,Sam Johnson 1127,Small Business,M,25-34,San Francisco,West,USA,2025-01-30,Silver,Mid,0,1
6128,Jordan Wright 1128,Home Office,M,55+,Chicago,North,USA,2020-04-09,Gold,Lower-Mid,0,2
6129,Skyler Davis 1129,Consumer,F,25-34,Los Angeles,West,USA,2020-01-12,Bronze,Mid,0,1
6130,Skyler Wright 1130,Home Office,F,55+,New York,East,USA,2020-10-26,Bronze,Lower-Mid,0,3
6131,Logan Young 1131,Home Office,M,18-24,Miami,South,USA,2023-05-14,Gold,Mid,0,3
6132,Skyler Young 1132,Consumer,M,45-54,San Francisco,West,USA,2019-10-02,Platinum,Upper-Mid,0,3
6133,Rowan Clark 1133,Consumer,F,55+,Phoenix,West,USA,2019-05-30,Silver,Low,0,2
6134,Drew Smith 1134,Consumer,M,45-54,Philadelphia,East,USA,2019-12-16,Bronze,Low,0,2
6135,Parker Hall 1135,Consumer,NA,45-54,Detroit,North,USA,2020-05-05,Silver,Low,0,3
6136,Drew Lewis 1136,Consumer,M,18-24,Boston,East,USA,2020-03-12,Bronze,Lower-Mid,0,4
6137,Taylor Davis 1137,Small Business,M,45-54,Atlanta,South,USA,2019-11-01,Platinum,Mid,1,3
6138,Riley Clark 1138,Consumer,F,45-54,Los Angeles,West,USA,2020-07-16,Platinum,Mid,0,4
6139,Riley Wright 1139,Consumer,M,25-34,New York,East,USA,2020-05-21,Bronze,Lower-Mid,0,3
6140,Drew Wright 1140,Consumer,NA,45-54,Dallas,South,USA,2019-11-23,Gold,Mid,0,2
6141,Casey Wright 1141,Consumer,F,25-34,Philadelphia,East,USA,2023-09-18,Bronze,Lower-Mid,0,3
6142,Skyler Smith 1142,Consumer,F,55+,Dallas,South,USA,2019-06-24,Silver,Mid,0,2
6143,Parker Green 1143,Corporate,F,18-24,Boston,East,USA,2020-11-20,Bronze,High,1,1
6144,Jamie Lee 1144,Consumer,F,45-54,Cleveland,North,USA,2024-09-18,Bronze,Mid,0,2
6145,Morgan Smith 1145,Consumer,M,25-34,Boston,East,USA,2023-05-11,Bronze,Mid,0,2
6146,Riley Davis 1146,Home Office,F,35-44,Phoenix,West,USA,2020-05-25,Gold,Lower-Mid,0,2
6147,Morgan King 1147,Consumer,M,45-54,Chicago,North,USA,2025-06-19,Bronze,Mid,0,1
6148,Morgan Brown 1148,Small Business,NA,18-24,Houston,South,USA,2019-10-23,Silver,Lower-Mid,0,4
6149,Drew King 1149,Small Business,F,25-34,Detroit,North,USA,2022-10-30,Bronze,Lower-Mid,1,3
6150,Casey Young 1150,Home Office,NA,35-44,Philadelphia,East,USA,2023-12-22,Silver,Upper-Mid,0,1
6151,Rowan Scott 1151,Consumer,NA,25-34,Seattle,West,USA,2024-06-25,Platinum,Mid,0,1
6152,Logan Green 1152,Consumer,F,45-54,Phoenix,West,USA,2024-11-17,Bronze,Mid,0,4
6153,Casey Wright 1153,Consumer,F,35-44,Atlanta,South,USA,2024-12-09,Bronze,Mid,0,1
